category,model,correct,Latency,TokensUsed,TokensUsedCompletion,TokensUsedReasoning,display_name,provider,translation_type
Science,gemma-3-4b-it,False,1.107570600004692,1602,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.1299626999971224,1679,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,1.1199248999982956,1806,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.013536299993575,1856,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.0340314999994007,1816,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.2501573999979885,1875,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.985108200002287,1600,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.9839950000023236,1638,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.0825007999956142,1757,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.487554800005455,1644,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.5083200000008219,1879,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.4876961000045412,1602,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.4740741000059643,1998,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.9910397000057856,1666,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.0515446999997948,1684,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,1.328454700000293,1769,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.4651025999992271,1888,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.496121199998015,1715,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.4882367000027443,1657,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.4900839999972959,1749,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.7259890000059386,1792,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.483138700001291,1569,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.511687999998685,1727,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,1.389305200005765,1748,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.5894724000027054,1802,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.5142319000005955,1951,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.4781020000009448,1769,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.5988155000013649,1827,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.4790972999981022,1911,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,1.0410206000015023,2289,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.6136471999998321,1709,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.5003733999983524,1725,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,False,0.5236531999980798,1982,2,0,Gemma-3 4B,Google,Human
Science,gemma-3-4b-it,True,0.7596197000020766,1923,2,0,Gemma-3 4B,Google,Human
Science,o4-mini-2025-04-16,False,10.352614499999618,2559,979,960,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,3.4785652000064147,1746,275,256,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,9.114353500001016,2355,915,896,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,3.466633299998648,1559,147,128,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,11.26905270000134,2656,1171,1152,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,10.085211900004651,2379,787,768,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,9.010860499998673,2446,787,768,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,23.025531999999657,3666,2068,2048,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,10.046466200001303,2515,851,832,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,6.2691348000007565,1881,467,448,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,4.839609700000437,1726,276,256,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,5.445600300001388,2022,467,448,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,6.25495840000076,2047,595,576,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,5.589228799995908,2124,467,448,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,15.723223499997404,2977,1555,1536,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,8.930011199998262,2477,723,704,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,4.657084999998915,1874,403,384,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,4.645887499995297,1892,403,384,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,5.192345399998885,2031,467,448,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,11.255966400000034,2763,1106,1088,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,4.991789799998514,1857,339,320,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,4.166956500004744,1862,403,384,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,7.979698900002404,2460,915,896,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,7.931395199993858,2433,851,832,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,10.640834500001802,2624,1235,1216,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,14.420216300000902,2894,1363,1344,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,8.920283699997526,2198,659,640,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,9.728378299994802,2245,659,640,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,8.170189299999038,2579,851,832,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,True,4.922946899998351,2025,467,448,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,8.285654100000102,2607,979,960,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,7.972417199998745,2359,660,640,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,9.94583050000074,3005,979,960,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,8.012519500000053,2176,659,640,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,9.034144299999753,2452,915,896,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,9.513656600000104,2472,723,704,o4-Mini,OpenAI,Human
Science,o4-mini-2025-04-16,False,17.449521399998048,3196,1491,1472,o4-Mini,OpenAI,Human
Science,qwen-3-32b,False,14.053418200004671,2301,433,532,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,12.920421499999064,2350,596,638,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,7.525528400001349,2243,532,644,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,13.7263787999982,2495,821,836,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,10.324874099998851,2414,653,728,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,9.104639400000451,2211,311,358,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,4.422062200006621,1943,1,0,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,4.636604500003159,2218,307,356,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,15.859533000002555,2372,403,449,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,9.372720699997444,2030,352,460,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,2.282561699998041,1932,219,250,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,7.525282499998866,2445,603,654,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,18.31649499999912,2468,742,871,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,238.3253474000012,18359,16384,15150,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,4.481256900005974,1679,1,0,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,3.825515799995628,2627,523,703,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,12.988016399998742,2175,421,417,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,7.019991900000605,2108,343,444,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,5.824030999996467,2206,365,452,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,49.29486710000492,3965,1987,2025,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,5.174783700000262,2391,584,634,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,10.834301700000651,2129,394,458,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,9.39241200000106,2273,426,572,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,8.764024500000232,2299,409,548,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,6.39073549999739,2022,375,349,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,31.2949940000035,3043,1234,1372,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,7.188761799996428,2186,353,448,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,8.572642699997232,2176,287,382,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,3.1243516000031377,2072,1,0,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,1.617383400000108,2196,340,465,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,4.1458849999980885,2230,311,377,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,4.806591500004288,2786,796,939,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,7.668394000000262,2834,414,560,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,5.828300900000613,2209,414,532,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,10.748173899999529,2189,363,469,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,False,7.380197200000111,2457,373,460,Qwen-3 32B,Alibaba,Human
Science,qwen-3-32b,True,10.774862799997209,2728,699,862,Qwen-3 32B,Alibaba,Human
Science,fw-deepseek-r1-0528,False,13.133640600004584,2224,359,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,10.53067629999714,2056,309,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,11.872569300001487,2043,330,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,12.080508300001384,2049,374,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,11.56421219999902,2094,329,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,10.551333799994609,2188,288,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,15.16584440000588,2411,476,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,9.77136210000026,2168,260,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,11.379240199996277,2249,286,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,10.553309800001443,1949,271,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,17.405176799999026,2037,325,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,13.287251999994623,2211,368,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,13.825007999999798,2102,375,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,24.360858799998823,2331,358,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,21.431968099997903,2284,607,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,10.612917900005414,2457,367,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,12.48942750000424,2053,306,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,11.882632500004547,2139,372,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,9.50771839999652,2169,322,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,16.06797149999329,2323,358,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,6.747310999999172,2046,240,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,8.039911300002132,2069,327,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,11.916233300005842,2340,492,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,9.414406600000802,2242,354,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,9.642107199993916,2028,378,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,7.23807079999824,2078,267,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,9.928594200006046,2217,388,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,7.9935168999945745,2163,275,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,7.266748899994127,2337,288,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,7.046054300000833,2142,284,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,9.414474099998188,2275,354,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,6.751974700004212,2256,257,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,10.338660900000832,2794,383,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,7.304425299997092,2087,289,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,7.9450627000042,2129,305,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,False,8.694127100003243,2438,356,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,fw-deepseek-r1-0528,True,9.31347090000054,2436,404,,Deepseek R1 (May '25),DeepSeek-AI,Human
Science,claude-sonnet-4-5-20250929,False,3.9768608000013046,2010.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.461488699998881,1874.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.7549656000046525,1829.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,3.329081899995799,1804.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.6746125999998185,1897.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.68074269999488,2033.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,3.0667699000041466,2088.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.695321999999578,2057.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.314996499997505,2126.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.3417545999982394,1800.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.4581455000006827,1841.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.309352200005378,1983.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.469781200001308,1848.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.4787314999994123,2110.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.561148000000685,1799.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.4289709000004223,2252.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.527853100000357,1874.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.5598793999961345,1894.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.3235627000030945,1996.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.722462599995197,2112.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.769039500002691,1939.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.76337429999694,1860.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,,,,,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.663003499998013,2018.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.568895899996278,1770.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.3937437999993563,1944.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.48820749999868,1969.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,3.174986700003501,2035.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.899250700000266,2195.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,3.42497409999487,2000.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.886886100000993,2061.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.378152500001306,2135.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,True,2.693770500001847,2579.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.430625400003919,1930.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.3702057999980752,1945.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,2.664259500001208,2226.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,claude-sonnet-4-5-20250929,False,3.171203300000343,2169.0,4.0,0.0,Claude Sonnet 4.5,Anthropic,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.930967399996007,2736,1,953,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,4.446924799995031,2480,1,823,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,2.9727628999971785,2105,1,485,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,2.885104100001626,1967,1,374,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,4.612347200003569,2434,1,764,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,3.983017700003984,2487,1,690,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.371152200001234,2789,1,942,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,6.470893799996702,2918,1,1111,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,5.183990099998482,2962,1,1096,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,3.8675895999986096,2277,1,686,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.251945099997101,2293,1,664,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.119573099997069,2698,1,950,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.522877399998833,2609,1,974,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,9.478175299998838,3796,1,1926,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,9.593163799996546,3415,1,1822,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,6.994076800001494,3306,1,1317,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,3.395991299999878,2248,1,591,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.532088599997223,2583,1,908,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.194334299994807,2647,1,887,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,5.634752600002685,3108,1,1229,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.325168200004555,2680,1,974,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,3.9940349999960745,2395,1,747,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.155646800005343,2521,1,781,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,5.32553960000223,2769,1,986,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.225617799995234,2383,1,823,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,3.618821800002479,2358,1,640,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,6.060514199998579,2822,1,1083,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.922210600001563,2698,1,905,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.7315812000015285,3095,1,1153,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.612389100002474,2649,1,889,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,6.205702700004622,2942,1,1124,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,5.705359200001112,2971,1,1069,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,8.89228049999656,4186,1,1906,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,4.373743899996043,2479,1,779,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,4.822324799999478,2604,1,888,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,False,8.017604000000574,3449,1,1476,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-preview-09-2025,True,6.996659500000533,3157,1,1243,Gemini-2.5 Flash,Google,Human
Science,gemini-2.5-flash-lite-preview-09-2025,False,1.0223287000044363,1783,1,,Gemini-2.5 Flash-Lite,Google,Human
