answers,resps,success
C,"Wata malama a aji na biyu tana son ɗalibanta su gane yadda halittu masu rai ke amsa abubuwan da ke motsa su (stimuli). Ta shirya wani aiki inda za su bincika tsire-tsire masu suna ""Mimosa pudica"" (tsiron kunya). Ta ba su ayyuka uku:
1. Rubuta abubuwan da suka lura da su bayan sun taɓa ganyen tsiron.
2. Zana tsiron kafin da kuma bayan an taɓa shi.
3. Bayyana dalilin da ya sa tsiron ya rufe ganyensa bayan an taɓa shi, ta hanyar amfani da kalmomin kimiyya.

Wanne daga cikin ayyukan da aka ambata ne ke nuna mafi girman matakin tunani na kimiyya (scientific reasoning) don cimma manufar koyo: ""Gane cewa halittu masu rai suna amsa abubuwan da ke motsa su""?
A. Aiki na 1
B. Aiki na 2
C. Aiki na 3
D. Aiki na 1 da 2

C",True
A,A,True
B,C,True
C,C,True
C,D,True
C,C,True
B,B,True
D,D,True
C,C.,True
B,"B
B",True
C,C,True
B,B.,True
C,"C
C",True
C,C.,True
C,B,True
A,A.,True
C,C,True
C,B.,True
A,A,True
C,C,True
B,B,True
C,C,True
C,C,True
B,B,True
C,C.,True
A,A.,True
A,A,True
D,D,True
D,D.,True
C,"Wanne daga cikin waɗannan ayyukan ne zai ba wa ɗalibai damar bincikar babban dalilin ɗumamar yanayi?
A. Baitaƙaita wata mujalla ta kimiyya game da illolin chlorofluorocarbons (CFCs)
B. Bincika wata makala ta kimiyya da ke ɗauke da bayanai game da yawan sinadarin CO2 a cikin yanayi daban-daban na shekara a birane daban-daban
C. Ka taƙaita sakamakonni da ƙarshe-ƙarshen aikin tebur na digiri (thesis) kan ƙaruwar tattarawar CO2 a sararin samaniya
D. Yi nazarin nazarin kimiyya wanda ke ɗauke da bayani dangane da tasirin juyawar zafi (thermal inversion) a kan tattarawar iskar gas masu gurbata muhalli
B",True
C,C,True
B,B,True
B,C,True
A,D,True
B,B,True
B,B,True
C,B,True
C,B,True
B,B,True
C,B,True
B,B,True
C,C,True
C,"C
C",True
D,D,True
D,D,True
C,C,True
A,A,True
A,B,True
D,D,True
D,D,True
A,D,True
C,D,True
C,C,True
C,C,True
D,D,True
B,B,True
C,C,True
C,C,True
B,B,True
D,D.,True
A,A,True
D,A,True
D,C,True
D,D,True
B,B,True
D,D,True
B,B,True
A,A,True
A,C,True
A,A,True
C,C,True
B,B,True
B,B,True
A,A,True
D,A.,True
D,D,True
A,A,True
B,B,True
B,"A cikin sashen nazarin ruwa mai gudana na shekara ta uku, wani malami ya gabatar da manufar koyarwa kamar haka: ""Bayyana al'amuran yau da kullum daban-daban ta amfani da ka'idar Bernoulli."" Dangane da haka, wanne ne daga cikin zaɓuɓɓukan da ke gaba ya dace da ma'auni da zai bai wa malamin damar sanin cewa ɗalibai sun cimma manufar da aka bayyana?
A. Suna bayyana sassan daban-daban na Lissafin Bernoulli
B. Suna bayyana yadda feshi na turare yake aiki
C. Suna bayyana dalilin da ya sa diamita na fesashshen ruwa ke raguwa yayin da yake faɗowa daga famfo
D. Suna bayyana dalilin da ya sa kwalbar roba take lafewa a lokacin da aka tsotsi iskar da ke cikinta

B",True
A,C,True
B,B,True
D,C,True
C,C.,True
B,B,True
B,"Malamar makaranta tana aiki da ajin makarantar sakandare na shekara ta uku a kan maudu'in Kimiyyar Zafin Halitta (Thermochemistry). Don sa ɗaliban su yi nazarin yadda zafi ke gudana a cikin tsarin sinadarai, ta gudanar da wani gwaji mai amfani ta amfani da gilashin da ke ɗauke da ƙanƙara da wani mai ɗauke da ruwan zafi, a lokacin ranar kaka inda zafin jiki ya kai kusan 20°C. Wata ƙungiyar ɗalibai ta yi hasashe cewa, a tsawon lokacin gwajin (minti 60), ƙanƙarar ba za ta narke ba kuma ruwan zafin ba zai yi sanyi ba. Wace tambaya malamar za ta iya yi don sa ɗaliban su sake yin la'akari da hasashensu daga wannan ƙwarewar mai amfani?
A. Yaya zafi yake shafar tsarin kafa?
B. Yaya daidaiton zafin jiki yake da alaƙa da tsarin da aka kafa?
C. Me yasa muke yawan magana game da abubuwa masu zafi da sanyi, a wannan yanayin, game da gilashi mai sanyi da gilashi mai zafi?
D. Mene ne banbanci tsakanin yanayin zafin wurin da yanayin zafin abubuwan da ke cikin gilasan?
B",True
B,B,True
C,C,True
C,D,True
D,A,True
B,B,True
C,C,True
A,"Ga yara 'yan K-kafin-aji, wani mai koyarwa ya gayyace su zuwa farfajiya don gudanar da wani darasi game da halin abu. Wannan ya haɗa da barin kyandir a rana don ganin abin da zai faru. A baya, yaran suna yin hasashe kuma su zana su a littafin rubutu. A cikin wannan ƙwarewar da aka bayyana, wane canji na halin abu yaran wannan matakin za su iya lura da shi?
A. Haɗawa
B. Turbuwa
C. Daskarewa
D. Tasirin danshi

A",True
B,B,True
A,A,True
A,A,True
C,C,True
A,A,True
D,D,True
C,C,True
B,B,True
D,A,True
D,D,True
B,D,True
C,C,True
C,A,True
C,C,True
B,B,True
C,C,True
D,D,True
C,C,True
A,A,True
B,B,True
B,B,True
B,D,True
C,C,True
A,A,True
B,B,True
C,C,True
B,B,True
D,D,True
B,B,True
A,A,True
C,A,True
B,B,True
C,C,True
C,C,True
C,C.,True
A,A,True
B,B,True
B,B,True
D,D,True
D,B,True
D,A,True
A,A,True
D,D,True
C,C,True
B,B,True
D,"A. A lokacin wata kwarewa ta koyo, Santiago yana zana duwatsu masu girma daban-daban
B. A lokacin cin abinci, Pablo ya kalli cokali, kuma da ya ga hoton fuskarsa, sai ya ce Duba, Pablo!
C. A lokacin wani aiki a tsakar gida, Maryamu tana tattara ganyen bishiyoyi iri-iri a cikin kwando.
D. A lokacin wasa a fili, Soledad ta murza wasu iri a hannunta ta ce: Mai kaifi.
D

Malamar aji na farko tana tsara wata aiki na rukuni don aiki a kan ƙwarewar bincike tare da manufar ajin: ""Gano gabobin azanci da aikinsu."" Don fara aikin, za ta ba kowane rukuni ayaba, lemu, da kuma pear, kuma za ta umarce su da su shaka, su kalla, su taɓa, da kuma su ɗanɗana kowace 'ya'yan itace. Idan aka yi la'akari da yanayin da ke sama, wanne daga cikin ayyukan da ke gaba malamar za ta iya haɗawa a gaba don ɗalibai su cimma manufar da aka bayyana?
A. A cikin takardar aiki da ke jera siffofin kowace 'ya'yan itace, yi alama ga amsoshin tambayoyin da za a iya amsawa ta amfani da gabobin ji: Wace 'ya'yan itace ce rawaya? Wace 'ya'ayan itace ce mai zaki? Wace 'ya'ayan itace ce mai tauri? Wace 'ya'ayan itace ce mai ƙamshi?
B. A cikin takarda inda aka nuna halaye waɗanda za a iya gane su ta amfani da wasu daga cikin azanci (zaƙi/tsami, rawaya/lemu, laushi/ƙarfi, ƙamshi mai daɗi/ƙamshi mara daɗi), rarraba 'ya'yan itatuwan bisa ga waɗannan ma'aunai.
C. A cikin takarda inda kowace azanci ke wakilta da alama, yi alama ga amsoshin waɗannan tambayoyi: Da wace azanci ka gane cewa ayaba rawaya ce? Da wace cewa pear yana da daɗi? Da wace cewa bawon ayaba yana da santsi? Da wace cewa lemu yana da kamshi?
D. Cikin takardar aiki mai nuna hotunan waɗannan 'ya'yan itace da ginshikai a gefensu masu ɗauke da fuska mai farin ciki da fuska mai baƙin ciki, rina amsoshinka ga waɗannan tambayoyi: Lokacin da kake cin ɓangaren lemu, ka ji daɗi ko rashin daɗi? Lokacin da ka ga launin ayaba, shin ya yi maka ko bai yi ba? Lokacin da kake taɓa fatar pear, ka ji daɗi ko rashin daɗi? Lokacin da ka ji ƙamshin lemu, shin ya yi maka ko bai yi ba?
C

Ta hanyar aikin bincike, wata malama tana so ta tattauna hanyoyi daban-daban na raba gauraye. Domin cimma wannan, ta nuna wa ɗalibanta gorar da ke ɗauke da ruwa, duwatsu, mai, da gishiri. Malamar tana da goruna da yawa a shirye da irin waɗannan abubuwa. Wanne daga cikin ayyukan da ke gaba zai bai wa ɗalibai damar koyo game da dabarun raba gauraye tare da haɓaka ƙwarewarsu wajen tantance ingancin sakamakon binciken kimiyya?
A. A cikin ƙungiyoyi, za su tantance wace dabara ce ta fi dacewa don raba haɗin, sannan su bayar da hujjar amsar su
B. Biyu-biyu, za su raba gaurayen ta amfani da dabarun da suka ga sun dace, kuma su tantance har zuwa wane mataki hakan ya yiwu
C. Saukowa, kowane ɗayansu yana ba da ra'ayoyinsa na baya game da hanyar da za a bi, su bayyana hanyar gama-gari, sannan su aiwatar da ita
D. Kowannensu yana bin tsarin da malami ya nuna don raba cakudar, sannan su gano wace hanyar rabawa ce aka yi amfani da ita a kowanne hali.
B

Ɗaliban aji na biyu na sakandare, ƙarƙashin jagorancin tambayoyin malami, suna nazarin gwaje-gwaje na gargajiya waɗanda ke bayar da shaida game da inda kwayar halitta take da kuma dangantakarta da fenoza a cikin yukariyoti. Daga gwajin canja nukiliya (nuclear transfer) a kan *Xenopus laevis* wanda John Gurdon ya yi, wanda ya ba da shaidar cewa ƙwayoyin epithelial na hanji suna ɗauke da dukkanin bayanan halitta da suka wajaba don cikakken bunƙasar halitta babba, ɗaya daga cikin ɗaliban ya tambaya: “Me ya sa ake amfani da oocyte (kwai) wanda aka cire nukiliya a cikin gwajin, kuma ba wata ƙwayar da aka cire nukiliyar ba?” Wanne daga cikin bayanan da malamin zai yi ne zai ba da damar samun amsa madaidaiciya ta mahanga wadda kuma ɗalibin zai fahimta game da damuwarsa?
A. Domin don aikin canja wurin nukiliya ya samar da cikakkiyar halitta, kwayar karɓar nukiliyar dole ne ta kasance ba tare da bambanci ba kuma dole ne ta ƙunshi abubuwan bambance-bambance a cikin sitoplasmar ta waɗanda suka sha bamban da na kwayar halitta mai bayar da nukiliya.
B. Saboda oosite kwayar halitta ce da ba a bambance ta ba, wacce ke da ikon haifar da nau'ukan kwayoyin halitta fiye da ɗaya, tun da yake saitoplasam dinta yana dauke da faktocin bambanci da ke kunna zabaɓɓun rubutun asali da fassarar kwayoyin halittar da ke cikin ginin kwayar da aka dasa
C. Saboda sauran nau'ikan ƙwayoyin jiki, kamar ƙwayoyin hanji, ƙwayoyi ne da suka bambanta waɗanda ruwan ƙwayar su (cytoplasm) ke ɗauke da abubuwan da ke haifar da bambanci waɗanda ke ƙarfafa cire kwayoyin halitta waɗanda suke da muhimmanci ga cikakken girman ɗan tayi, abin da baya faruwa a cikin oocyte.
D. Domin jigon ƙwayar halitta ta oocyte—sabanin na sauran ƙwayoyin da suka bambanta, kamar ƙwayoyin hanji—yana ɗauke da dukkan abubuwan bambance-bambance da ake buƙata don kunna takamaiman kwayoyin halitta da ke cikin nukiliyar da aka dasa, wanda ke ba da damar cikakken ci gaban ɗan tayi
A

Wata malama tana so ta tantance ko ɗaliban makarantar gandun daji sun fahimci cewa abubuwa na iya canzawa daga ƙarfi zuwa ruwa. Ta sanya kankara a cikin kwano kuma ta bar ta a cikin aji. Wanne aiki ne zai fi dacewa don tantance ko ɗalibai sun fahimci wannan canji?
A. A lokacin wasa, yara suna zana hoton kankara a cikin gilashi.
B. Malamar ta tambayi yara su taɓa kankara kuma su bayyana yadda take ji.
C. Malamar ta nuna hotunan kankara da ruwa, kuma yara suna rarraba su a matsayin ""mai sanyi"" ko ""mai zafi.""
D. Bayan kankara ta narke, yara suna bayyana abin da suka gani kuma suna kwatanta kankara da ruwan da ya narke.
D

Ɗaliban aji na uku suna nazarin wani yanayi na halitta. Malamar ta nuna musu hotunan ciyawa, zomo, da kuma mikiya. Manufar ita ce su gane rawar da kowace halitta ke takawa a cikin sarkar abinci. Wanne aiki ne zai nuna cewa ɗalibai sun fahimci rawar da ciyawa ke takawa a matsayin mai samarwa?
A. Ɗalibai suna zana kibiya daga zomo zuwa ciyawa, suna nuna cewa zomo yana cin ciyawa.
B. Ɗalibai suna rarraba ciyawa a matsayin ""mai rai"" kuma zomo da mikiya a matsayin ""dabbobi.""
C. Ɗalibai suna bayyana cewa ciyawa tana samar da abincinta ta amfani da rana, kuma suna kiranta ""mai samarwa.""
D. Ɗalibai suna kwatanta launin ciyawa da na zomo.
C

Wani malamin kimiyyar lissafi yana so ya tantance ko ɗaliban aji na tara sun fahimci ra'ayin inertia (Dokar Newton ta Farko). Wanne daga cikin misalan da ke gaba ne ya fi dacewa don nuna cewa jiki yana ci gaba da kasancewa a cikin yanayin motsinsa sai dai idan wani ƙarfi na waje ya yi aiki a kansa?
A. Lokacin da aka harba ƙwallo a sama, tana faɗowa ƙasa saboda nauyi.
B. Lokacin da mota ta yi birki ba zato ba tsammani, fasinjoji suna ci gaba da motsi gaba.
C. Lokacin da aka tura akwati mai nauyi, yana buƙatar ƙarfi mai yawa don fara motsi.
D. Lokacin da aka tura akwati a kan bene mai santsi, yana ci gaba da motsi har sai ya tsaya saboda juriya.
B",True
D,"Malamar sakandare tana bayani game da hanyar aiki ta rigakafin ruwa, musamman nau'o'in kwayoyin rigakafi, sai wani ɗalibi ya tambaye ta: “Me yake nufi idan gwajin kwayoyin rigakafi na cutar virus ya nuna inganci ga IgG amma bai nuna ga IgM ba?” Wanne daga cikin bayanan malamar ne zai bada damar amsa mai sauƙin fahimta kuma daidai ta fuskar ilimi ga damuwar ɗalibin?
A. Wannan yana nufin cewa mutumin yana kan kololuwar matakin tsanani na kamuwa da cuta, domin IgG da IgM sune ƙwayoyin rigakafi na musamman ga kowane nau'in kwayar cuta, kuma ana fitar da su ne kawai a yayin wannan matakin.
B. Yana nufin cewa mutumin yana cikin mataki na ƙarshe na matakin tsanani na kamuwa da cuta, domin kuwa a wannan matakin ne sel ɗin plasma da ke keɓance ga kowane nau'in ƙwayar cuta suka fara samar da IgG da IgM
C. Yana nufin cewa mutumin yana cikin farkon mataki mai tsanani na kamuwa da cuta, domin a wannan matakin ƙwayoyin plasma na musamman ga kowane nau'in kwayar cuta suna fara samar da IgG da IgM
D. Yana nufin cewa mutumin yana murmurewa, domin kuwa IgG da IgM su ne takamaiman kwayoyin rigakafi ga kowane irin ƙwayar cuta, waɗanda ake samar da su a lokacin matakin tsanani na kamuwa da cuta, da farko IgM sannan IgG, inda na ƙarshen yana daɗewa a cikin jini na tsawon lokaci.
D",True
C,C,True
D,D,True
D,B,True
B,B,True
C,C.,True
C,C,True
C,A,True
A,A,True
D,D,True
D,"Wani malamin ajin farko na sakandare ya gudanar da wani tantancewa don tabbatar ko ɗalibai za su iya gane matakan sinadarai a cikin abubuwan da ke faruwa a kusa da su. Ƙari ga haka, zai tantance muhimmancin da tsarin karatu ya bai wa ilimin kimiyya. Don yin haka, ya nemi ɗalibansa su nuna mu'amalolin sinadarai da ke faruwa a kusa da su, a cikin ƙungiyoyi. A ƙarshen aikin, ɗaya daga cikin ƙungiyoyin ya gabatar da waɗannan mu'amaloli: mu'amalar sodium hydroxide da hydrochloric acid, samuwar hydrochloric acid daga hydrogen da chlorine, da kuma samuwar carbon dioxide daga carbon da oxygen. Wacece daga cikin waɗannan kalamai na malamin za ta iya shiryar da ɗaliban zuwa ga koyon da aka tantance?
A. Madalla. Yanzu, don Allah ka amsa tambaya mai zuwa: Waɗanne alamomi ne ke da alaƙa da mu'amalar sinadarai da ka gabatar?
B. Aiki mai kyau. Yanzu, don Allah a amsa tambaya mai zuwa: Waɗanne abubuwan da ke faruwa a rayuwar yau da kullum za a iya wakilta su ta hanyar lissafin sinadarai (chemical equations)?
C. Aiki mai kyau. Yanzu, don Allah a amsa tambaya mai zuwa: Waɗanne mahadi (compounds) ne ke haddasa al'amura na yau da kullum da ke faruwa a kusa da kai?
D. Aiki mai kyau. Yanzu, don Allah a amsa tambaya mai zuwa: Wacece daga cikin halayen da ka kawo ake samun ta a ayyukan yau da kullum?
D",True
B,"Mene ne ilimin farko da dole ne dalibai su mallaka don fahimtar tushen ka'idar Bernoulli?
A. Aiwatar da Ƙa'idar Pascal
B. Aiwatar da Ka'idar Karewar Makamashi
C. Amfani da tsarin yanayin dorewa a cikin ruwa mai gudana a hankali
D. Amfani da dangantakar motsi a cikin ruwayoyi marasa matsi
B",True
