answers,resps,success
C,Ekibuuzo: Bukugu ki bwa ssaayansi obusobola okukulakulanywa mu mulimu guno ogw’okutegeera enkola y’okunyonyola ebiva mu kunoonyereza kw’ettangaala?,True
C,"D. Bw’olekawo eccupa enzirugavu n’endala enfuufu nga zombi ziriko ebintu by’omazzi munda, enzirugavu etuuka ku tempulikya ya waggulu okusinga enfuufu.",True
C,"Okutanga polymer eziwerako (natural ne synthetic), okumanyisa ebyitundu ebyazo eby’enjawulo (monomers), n’okutegeera enkola ya polymerization kulaga engeri yokudda okuva ku kikulu okudda ku kitono.",True
A,"Mu by’enjigiriza bya sayansi, kiki kyetuyita mu nkola gy’akaziba akasekuluma okutema obulanga bwakyo nga kutuusa ku kusuubira obusengeke (radiation)?",True
C,"Mu by’Abayizi bwe baasooka okuyiga ku bino (langi, obuwewufu, obunene n’ebbugumu), kiki kye baali basooka okuyiga okusobola okukola omulimu guno ogw’okunoonyereza ku kikononi mu munyeenye enkadde?

A. Omukwano oguli wakati w’enzatulo n’amasoboza  
B. Enkyukakyuka mu buwewufu  
C. Okutabika kw’obuziizi  
D. Okwebulukuka kwa atomu ya nyukiriya  

Enjula: B",True
C,D,True
A,"1. Omusomesa ateeka ekigendererwa eri ekibiina: “Okutunuulira pH ya asidi ey’omukka ogwanene n’asidi ey’omukka oguwansi.” Mu mirimu egya kukola ku kintu ekyo, kiki ekiraga ennyo obwetaavu bw’okunonyereza kuno?

A. Bazimba ekkubo ly’ekigeranyo ly’okucweka (serial dilution) ly’asidi ey’omukka ogwanene n’asidi ey’omukka oguwansi.

_B. Bakola okukebera asidi ey’omukka ogwanene nga bakozesa ebipimo eby’obusirikale okusobola okukyusa okusindika pH._

C. Bagaana okukozesa enkola y’okubalanga amasannyizo ag’obutafaanana ogw’okuweereza pKb.

D. Basalawo okugunda ebirowoozo ku kkubo erisooseddwa okukwefuga obungi bw’asidi ey’enywevu buli kimu.",True
C,C,True
B,B. Bagattulula omuwendo gw'ebintu ebigattululwa ogw’enjawulo mu buziba bw’amazzi obutakyuka era bategeka buli kikulukusi mu mutindo ogweyongera okusinziira ku mutindo gw’ekintu ekyegattuluddwa n’amazzi.,True
C,C. Ayoni za kkalolayidi zigenda ku anode okwoksidizibwa,True
C,"A. Saccharin aleeta kookolo w’ensigo, nga waliwo okunoonyereza okwakolebwa ku mpuku okwalaga kino.",True
B,B. Ekikozesebwa kya Tollens kikkiriza okumanya obulungi ebibala bya alidehide byokka.,True
C,B,True
A,"C. Ebibala ebirimu ebitundu  
____________________",True
A,Okuteebereza,True
D,Balondoola ebintu ebikyuka n’ebyo ebireetera okukyuka mu kunoonyereza.,True
D,Munnonyole engeri gye emagmaa guleeta omuliro mu lusozi.,True
C,"Mu bubiri bubiri, londa ggaasi CFCs ne CO₂; muvamu obumanyirivu bwo ku mubeezi gw’obungi bw’omu ggaasi, musalawo ekimu kye kisinziira mu kwongera okw’okya kw’ensi n’ensonga lwaki.",True
C,"Ku biragiro bino eby’okuyiga, kiki ekikwatagana n’omulimu guno omusomesa gw’aleese?",True
B,B,True
B,Gerageranya obutaffaali n’ebizimbe ebiri mu bika by’obutaffaali eby’enjawulo,True
A,"B kubanga omulimu guno guwa abayizi omukago okukozesa obipimo, okulowooza ku biva n’okutegeera enkola y’omubiri ey’okugonjoola oba okwongera obungi bw’omusaayi (homeostasis), ekyakulaakulanya obukugu bw’ebisanyizo by’essayansi.",True
B,B,True
B,"Mu kulabirako okw’okuteekateeka amazzi agali mu diguli 60 °C ne 20 °C mu bikopo eby’enjawulo, kiki ky’ensonga kye kirina okukozebwa oba okukyusibwa okusobola okukendeezaamu obutali buvvuulu mu kunoonyereza okw’obuwumu bw’amazzi, era lwaki?",True
C,C,True
C,"Abantu abali mu kika, okusobola okwetoloola obutonde, balina okukulaakulanya enkola oba emikutu egibasobozesa okuwangaala n’okuzaala abaana.",True
B,4 – 5 – 3 – 2 – 1,True
C,C,True
B,"Mu mirimu gino, kiki kye kyalaga obunafu (precision) mu byawandiikibwa?",True
C,C. Okuteebereza okutali kukkufu ku nsonga ezitali nnamba eziva mu bibuuzo bya kinemaatika.,True
C,D,True
D,Ekifaananyi ky’omuzannyi w’omupiira ng’akuba omupiira.,True
D,D,True
C,D,True
A,D,True
A,"Mu mulimu ogw’okuzimba akabonero k’Empologoma y’Ensi, Omwezi n’Embala y’Enjuba nga mukozesa ekitangaala ky’ekyuma okulaga engeri enjuba gy’ekusikiramu, gumu ku mirimu egyo abayizi gye bakola gubasobozesa okukakasa ekitegeevu kyabwe ku ngeri enjuba gy’ekusikiramu. Kiki mu mirimu egyo kye:

A. Balaga nti Ensi, Omwezi n’Embala bibeera mu luse olugolokofu era ne bikola ekisiikirize ku Nsi.  
B. Bannyonnyola nti ekisi ky’Embala kibaawo omwezi bwe gusuula ekisiikirize kyagwo ku ttaka.  
C. Balaga engeri omwezi gye gutambuliramu nga gwekulungulula Ensi okumala omwezi gumu ogw’omwezi.  
D. Bakola akabonero omwolesebwa omuwendo wakati w’Ensi n’Omwezi n’obunene bwabyo nga byolesebwa ku kigera kye kimu.",True
D,"Ku mirimu egyabaddewo ng’omusomesa ayamba abayizi okulabirira obusobozi bwabwe mu kwawula ebintu eby’enjawulo mu mugatte (amazzi, amafuta n’omunnyo), kiki mu mirimu gino ekiraga obusobozi obwo?

A. Mu bibinja, basalewo tekiniki ki esinga okuba ey’omugaso okwawula omugatte era oluvannyuma bannyonnyole ensonga lwaki balondedde etekinki eyo.  
B. Nga bali mu bubiri bubiri, baawula omugatte nga bakozesa obukodyo bwe balaba nga butuufu, era balambulula okutuuka ku kigero ki obusobozi bwabwe okukola ekyo bwe bwali.  
C. Nga buli omu ku lwabwe, bawa ebirowoozo byabwe ebyasooka ku nkola ey’okugoberera, ne bateekawo enkola ey’awamu, oluvannyuma ne bagissa mu nkola.  
D. Kinnoomu kinnoomu, bagoberera enkola omusomesa gy’abalaze okwawula omutabulo ate oluvannyuma ne balaga tekinologiya ki ey’okwawula eyakozesebwa mu buli mbeera.

Ekisumuluzo: B",True
D,"Omusomesa atandika ekisomo ku “Okwegatta kw’ebintu” n’okulaga abayizi nti okumanya mu kemisitule kukulakulana, kuguza amagezi era kujjudde empaka. Okutuuka ku kino, kiki mu mirimu gino gya mu pulani ategeka abaana kye kyinaafuna okusobola okutuukiriza ekigendererwa kino?

A. Empaka z’ebiteeso by’enzimbulukusa y’akaziba  
B. Teekawo lipoota y’okunoonyereza ku musingi gwa VSEPR  
C. Empaka z’okulaga amateeka g’ebinyonyi  
D. Nnongeza y’ebivuddeko eby’ebyafaayo by’endowooza y’okwegatta  

Enkalo: B",True
A,"Omusomesa mu Siniya II alaga abayizi be okusaanuuka kw’emmunnyu za sodium zombi mu mazzi:

NaCl(s) + H₂O(l) → Na⁺(aq) + Cl⁻(aq)  
NaHCO₃(s) + H₂O(l) → Na⁺(aq) + HCO₃⁻(aq)

Bwe babuuzibwa ku busaanuufu bw’emmunnyu zombi, abayizi baddamu nti zisaanuuka mu mazzi mu ngeri y’emu. Oluvannyuma lw’ekikolebwa ekiigezo, basanga tezirina busaanuufu bwe bumu.

Mu ngeri ezirambiddwa wammanga, enkola ki egeraga enkyamu mu musingi gw’obusaanuufu buno?",True
C,B. Abayizi bagamba nti ebintu ebitayinza kulemesa nkola za butonde bisobola okuba nga byeyongera okwewooya.,True
C,A,True
C,Kwataganya enkolagana wakati w’obuziba bw’amolekyu n’obusobyo bwabyo okusaanuuka mu mazzi.,True
D,D,True
B,"__Ku bifaananyi bino eby’ensolo eby’enjawulo, kiki ekikubiriza abanyizi okukozesa obusobozi bwabwe okwawula ensolo?__",True
C,C. Bye basalawo omuwendo gw’amazzi ekimera kye kyetaaga okukula.,True
C,Okuteebereza,True
B,D,True
D,A,True
A,C. Ebimu ku biranga bya T lymphocytes,True
D,"B – Abayizi tebategeera nti namba y’akaziba (atomic number) etambulira wamu n’omuwendo gwa puletoni (era mu mulamwa gwa neutral atom ne gwa electrons), nga bw’oba 13 buli kimu; bwe baagoberera mass number (27) okusala eelekitulooni, kibonereza nti tebategeera bye by’enjawulo mu atomu.",True
D,Bintu ki abayizi basooka okutegeera ku model ya kinetic-molecular ey’ebigaz okusobola okutunuulira enneyisa y’ebigaz mu bukwatane n’etteeka lya Boyle.,True
D,D,True
B,"B. Leeta katuni akalaga nti bw’ogatta amazzi agenkana mu miyumo ebiri egy’obuwanvu bwe gumu naye nga emu mpanga ate endala ntono, amazzi ganaatuuka ku nkomerero y’omuyumo omunene mu bwangu okusinga omuyumo omutono.

Ekisanyizo kya mwalo n’obujjulo bw’amazzi mu miyumo egy’enjawulo mu bunene kiggwa mu kukyusa obuzito mu mizannyo g’amazzi, era kisobozesa abaana okumanya nti oba ng’amaanyi gakyusibwa gwe galeeta amawulire mu axon, ekigendererwa kwe kulabikako nti ekinnya ekinene kitambulira amawulire mu bwangu (obutaddemu obuzito nga mu kyennyanja) kubanga kirina obuwanvu obuggyamu ekizibu nga kiri mu musumo guto.",True
D,C,True
B,Enkuba y’asidi etyo (amazzi agalina pH 4) etyo eyonoonaamu okukula kw’ebimera nga bwe birabiddwa mu bimera ebiri mu mazzi ga pH 9?,True
A,B,True
A,"Mulimu ki omusomesa ayinza okukozesa okutunulira oba abayizi basobedde okutegeera obubi obuva mu kusuulibwa kw’ebintu eby’obuziba ku kuggwaawo kw’ekitangala kya ozone?

A. Baliriza abayizi okukola engeri CFCs gye ziri mu lubbobbo lw’empewo (stratosphere) n’omuwendo gwa ozone molecules gye bikwatagana.  
B. Saba abayizi okunnyonnyola ggulaafu eraga enkyukakyuka mu bungi bw’obuziba bwa ozone mu kitundu kya stratosphere emyaka amakumi ataano egiyise.  
C. Saba abayizi bakole akata ky’endowooza akannyonnyola ebinava mu kuggwa kw’ekibikka kya ozone mu lubbobbo lw’empewo.  
D. Saba abayizi okukola ekifaananyi ekiraga ebintu ebikozesebwa mu maka ebyeyambisibwa ebisumulula CFCs mu lubbobbo lw’empewo.  

A",True
A,B,True
C,Kola okunoonyereza ku njawulo eziriwo wakati w’okugong’ana okwa “elastic” n’okwa “inelastic”,True
B,"“Labu bbiri ezifanana bwezikwataganyizibwa mu mutungo ogwa seriizi ku bbaatiri, labu ezo zigenda kwaka gitya era oluvannyuma ogerageranye okwaka kwazo.”",True
B,C,True
A,A. Nnyonnyola engeri tekinologiya gy’akozesebwaamu okukozesa empuyiro za ssezzimu okusoma ku ndabika y’omunda ey’ensi.,True
D,B,True
D,B,True
A,"Rubric for evaluating a student‐designed question on why centripetal force does no work (i.e. the dot‐product concept)

Criterion 1: Focus on the dot‐product concept  
 4 – Question explicitly invokes F·v=0 (dot product equals zero) to explain why no work is done.  
 3 – Question refers to perpendicularity of force and velocity but does not use “dot product” terminology.  
 2 – Question mentions “no work” or “constant speed” without linking force direction to work.  
 1 – Question is unclear, omits the connection to force–velocity orthogonality, or addresses an unrelated principle.

Criterion 2: Alignment with the learning objective  
 4 – Directly assesses understanding of why a centripetal force acting perpendicular to motion does no work.  
 3 – Addresses work/energy in circular motion but only implicitly connects to centripetal force.  
 2 – Focuses on circular motion kinematics without treating work or energy.  
 1 – Misaligns with the stated objective.

Criterion 3: Clarity and precision of wording  
 4 – Uses precise, unambiguous language and correct physics terminology.  
 3 – Generally clear; minor ambiguities or colloquialisms present but don’t mislead.  
 2 – Multiple ambiguities; wording may lead to divergent interpretations.  
 1 – Unclear or confusing; students cannot discern what is being asked.

Criterion 4: Feasibility in a classroom setting  
 4 – Answerable with provided materials and within the allotted time.  
 3 – May require minimal extra resources or slightly more time.  
 2 – Depends on significant out‐of‐scope knowledge or materials.  
 1 – Not practicable under typical classroom constraints.",True
B,C,True
B,B,True
A,Omusomesa omwaka ogwokusatu mu siniya ategereza obusobozi bw’abayizi mu nkozesa y’emikwanaganyo gy’okutenderera (rotational motion). Akabonero akamu kati ke “okukozesa emikwanaganyo gy’ekibawa bulijjo” okuyiga ku kutenderera. Kiki mu mirimu egyosobodde kuleeta kulaga obusobozi bw’abayizi mu kunnyonnyola n’okukozesa emikwanaganyo mu kutenderera?,True
B,"D

Enukuta: Omusomesa yalagira abayizi okuteekateeka akatonnyeze akalaga ebika by’obusannyalaze obwa leediyoaktifu okuva mu nnyukiriyaasi—nga bakozesa geiger counter n’obusimbi obukulu obutereka obusannyalaze (µ-shielding)—okulaba engeri gye zibaako obugumu obutaliimu bulingawo n’enkola y’okugwa obusannyalaze mu budde. Kino kyabateekerateekera okuyiga obuwangwa bw’okugwa kwebusannyalaze n’enkola y’ekibi oba ekikwata ku kisinziro kya stability y’emibeera gy’obutonde.",True
D,Waliwo obuteeyongerayo mu kukolebwa n’okukozesebwa kw’ebintu ebikola ekintu n’ebivaamu mu kikolwa ky’obuziizi mu budde?,True
C,D,True
B,Kola enkola y’okugezesa ekusobozesa okubala obungi bw’ebintu ebiri mu kikulukusi nga tebikyuka okusinziira ku bungi bwabyo bwe byatandise nabyo.,True
B,Lwaki emirundi mingi twogera ku bintu eby’okya n’ebinyogoga?,True
B,"Abayizi mu mwaka ogwokusatu mu siniya bwe baategekera lipooti y’ekizuzi ekirina omutwe “Ebintu ebikosa obwangu bw’enkyukakyuka”, kiki kye basooka okuyiga okusobola okunnyonnyola ebiva mu kizuzi ekyo?",True
C,"C. Kekkereza engeri atomu gye zisaasaanyizibwamu mu molekyu nga okusinziira ku nkola ya ""valence shell electron pair repulsion"" (VSEPR)",True
C,"Enukuta: Omusomesa mu ssomero lya sayansi ayagala abayizi be basome ku nnimiro ez’ebyuma eby’okutunuulira obunene (diameter) bw’ekitundu ky’obulamu (pellet) ky’akaziba ka radioaktifivi. Kiki ekyokozesebwa okusisinkana obunene bw’ekyo?

B",True
D,__Kiki omusomesa kye asobola okukola okusobola okulabira nti abayizi baategeera obukulu bw’obubala bw’obuzito bw’ebintu ebikozesebwa n’ebiva mu kikontaananyo eky’emirimu?__,True
B,"C. Buuza abayizi okukakasa, nga bakozesa ttamomiita, oba ebbugumu ly’amazzi mu gilaasi likyuka bwe bateekamu bbaafu.",True
C,C,True
A,B. Okufulumuka,True
B,Nsobola otya okumanyisa nti ccupa eno erimu mafuta?,True
A,C.,True
A,"Birungi nnyo okuddamu okukozesa masiki (Reuse), okuzza ebiggya ebyasoboka (Recycle) n’okusimba ebimera mu bika ebyasigaddewo; naye osobola okuteekako “Reduce” (Okukendeeza okufuna ebyetaaga bokka) mu mulimu gwo, okuyiika ku nsonga enkulu y’okulabirira obutonde.",True
C,C,True
A,D,True
D,B,True
C,"C. Antonio, nsuubira nti owuliddeko obulungi langi ze twakozesezza. Osobola okumbuulira oba olaba enjawulo yonna wakati w’ebirangi ebiri mu mafuta n’ebyo ebyatuuka dda mu mazzi?",True
B,"Cytoskeleton y’ekkola ery’enduulu mu sselula erina filament ezikola nga ebyuma ebyafa ku nkola n’okutegekera ebintu, nga ziziyiza, zifulumya movement n’okulongoosa obulamu bw’esselula.",True
D,"Enukuta:
Mu tubu tubiri (dialysis tubing), mu tube A teeka ml 20 gw’amaanyi ga sukari (0.5 M), mu tube B teeka ml 20 gw’amazzi gasippi. Zonna teeka mu kontena emu eguli ml 200 gw’amaanyi ga sukari (0.5 M). Emala eddakiika 30, epima obuzito bw’utubutubo. Nnyonnyola oba mu tube A oba tube B wateekawo ekizito oba ekyataggwa, era lwaki; nnyonnyola nga ogoberera enkola y’osmosis.

Amagezi g’ebyokuddamu:
Tube A: obuzito buyongera kubanga amazzi gava mu kontena (low solute) ne gusuula mu tube A (high solute) nga okusindikira kwa osmosis.  
Tube B: obuzito tebukyagudde kubanga enkola ya osmosis teyeegatta (inside solute concentration=outside).",True
D,"Mu bifaananyi ebiri mu lupapula, biyinza kutusobozesa tutya okuva mu mirimu gy’obutoffaali bw’akatonniinya akamu (snail) n’ekirala (earthworm) okumanya klasini yabwe n’omulimu gwa buli kitundu mu mubiri gwe?",True
B,D,True
C,C,True
C,"Mu mirimu eginaakolebwa abayizi, ki kimu ku bino ekisobozesa omusomesa okukebera obusobozi bwabwe mu kutunuulira omulimu gw’ebiramu ebireetawo emmere?

Key: B",True
C,Obubugumu n’obunnyogovu bikola bitya ku nkola y’ebimera ey’okola emmere (photosynthesis)?,True
B,D. Abayizi basengeza ebiceeto eby’obulamu ebyatali bisobola okukola nnyo (vestigial structures) okusobozesa okulaga enkolagana ya biramu okuyimiriza mu musingi gwa Darwin.,True
C,Bageraageranya nga basinziira ku chati omuwendo gw’abantu abaaggemebwa ne gw’abakwatibwako ebirwadde okusobola okutunulira omugaso gw’okugemesa okw’ekikolimo mu by’obulamu.,True
D,C,True
C,"B. Okuddamu kunozeddwa kuno kulaga engeri gye fotosentezesi n’okussa kw’obutaffaali byetagisa wamu mu kutereeza embeera y’obutonde, nga omuyizi ayinza okuyogerera ku mukwano gwabyo.",True
A,A,True
B,D,True
B,C. Bannyonnyola engeri enkulaakulana mu tekinologiya gy’ezzeeko okukkiriza okutuukiriza obutuufu obusingako mu kupima omuwendo gw’amaanyi agasikayo ebintu.,True
B,"Enkulutu: Ekifaananyi ky’omugere gw’amazzi kiyongera okuleetera abayizi okutya nti omukka mu waya gutambula nga amazi mu payipu, nga mu bulijjo omukka gusindikibwa mu ngeri ey’enjawulo.",True
C,A,True
A,A,True
B,A,True
C,"Kiraga ki ekisinga obulungi okukozesa okukebera omuyizi bw’atuukirizza ekigendererwa kino?

A. Nnyonnyola mu ngeri etali ya kubala ngeri Ensi yonna gye yakulaakulanaamu okusinziira ku Big Bang theory.  
B. Lagawo engeri emikutu gy’omu bwengula gye gibumbulukuka okuva mu kukung’aana olw’amaanyi agasikayo ebintu.  
C. Gerageranya engeri ennungi n’obunafu obuli mu ngeri ez’enjawulo ez’okunnyonnyola bw’obutonde bw’ensi bwe bukulaakulanye.  
D. Gerageranya ebyo omutindo gwa geocentric n'omutindo gwa heliocentric bye byogera ku nkola y'enjuba.  

D",True
B,"D. N’okukola maapu y’endowooza ku ntambula y’ebintu ebigwa nga tebiriiko kiguzza, omusomesa ayinza okulaba eby’enjawulo ebyali mu mitwe gy’abayizi era kufuna obukakafu ku kumanya kwabwe.",True
D,D,True
B,D.,True
A,Kiki omusomesa ky’ayinza okukola okusobola okuyamba omuyizi okulaba lwaki mayoneesi ne jelatiini bikulukusi ebitasaanuuka bulungi (colloids)?,True
C,D,True
B,"Mu mirimu gino gyonna, ekimu ki kye tuyinza okukikola okusobola okututegeera engeri y’okwawula ebintu eby’enjawulo mu ssaayansi?",True
C,"Okutuukiriza ekigendererwa okumanya pH mu bika bya asidi ne beesi, omuyizi asaanidde okumanya omuwendo gwa molarity mu bikulukusi bya kemiko, kubanga pH ekubizza ku kusalagana kwa obungi bwa mole z’ekintu (H⁺ oba OH⁻) mu litera (molarity), era okusobola okubala pH buli kasumuluzo kaakyusa mu kutegeera kw’omuwendo guno.",True
C,Namba y'akaziba n'ennamba y'obuzito,True
C,C,True
A,B,True
B,B,True
B,A,True
D,"A. Buuza abayizi okutegeera omuwendo gwa puletoni, erikitulooni, ne nyutulooni eziri mu ayoni ez’enjawulo nga basinziira ku namba y’akaziba (Z) n’ennamba y’obuzito (A).",True
D,Okukkiriza n’okujjukira kw’omubiri (immunological memory).,True
D,D,True
A,"Mu by’okulabirako abayizi baawulira era ne batunuulira emipimo gya mmuwendo, obungi n’akanyigirizi k’eggaasi mu mbeera ez’enjawulo era nga bakozesa amateeka ga Boyle, Gay-Lussac ne Charles okutunuulira engeri ggaasi gye zeeyisaamu mu mbeera eza bulijjo. Kino kiraga nti ekigendererwa ky’okutegeera amateeka g’ekigaz kituukiddwawo.",True
D,D,True
C,D,True
B,"B. Puloteni zikolebwa mu nnamba ennungi ey'obucaafu bw'amino acidi ekkodeddwa mu DNA. Bwe wabaawo enkyukakyuka mu kino, kyakukyusa endagiriro y'obucaafu bw'amino acidi obwa puloteni eyo. N'olwekyo, nga tutunuulidde omuwendo gw'obucaafu bw'amino acidi obwenjawulo obwa puloteni y'emu, omuntu ayinza okumanya engeri ebika eby'enjawulo gye bikwatagana mu nkulaakulana.",True
D,"Oosayiti (oocyte) bwe butoffaali obutannakyuka obulina obusobozi okukulaakulana ne buzaala ebika by’obutoffaali ebiwerako, kubanga cytoplasm yaayo erimu ebintu ebyiyamba okwawula ebika by’obutoffaali nga bisunsula ebikolwa by’okuwandiika n’okuvvuunula ebiri mu buziizi obuteereddwamu (transplanted nucleus).",True
D,"Kitegeeza nti omulwadde guzaawuke (past infection), kubanga mu kutandika omubiri guzumbye mu IgM, naye kati IgG esigalawo mu musaayi okumala ebbanga ddene.",True
C,Bintu ki abayizi mu S.2 balina okuba bamaze okumanya okusobola okukola ku mulimu ogwawandiikiddwa “Okutegeera engeri ebizimba bya kansa gye bikolebwa”?,True
D,B,True
D,Bawa ebyokulabirako by’obutomere obulaga nti obungi bw’amasoboza busigala nga bwe bwali.,True
B,D,True
C,C,True
C,Birowoozo bibiri ki omusomesa mu mwaka ogw’omukaaga alina okusooka okutandika okusobola okukulaakulanya okusoma omugatte gw’emirundi (frequency) n’obuwanvu bw’amayengo (wavelength)?,True
C,D,True
A,B,True
D,B,True
D,Ni biki ebyagattiddwa era biki ebyavudde mu mirimu gyo egy'emikemikaluo?,True
B,B,True
